maxtemp,power,mintemp,weather,date,wind
28,小于3级,22,阴转多云,2012-10-27,东北风
29,小于3级,21,多云,2012-10-28,北风
24,小于3级转3-4级,18,多云转大雨,2012-10-29,北风
22,3-4级,16,阴转多云,2012-10-30,北风
24,3-4级转小于3级,13,晴,2012-10-31,北风
25,小于3级,12,晴,2012-11-01,北风
26,小于3级,14,晴转多云,2012-11-02,北风
25,小于3级转3-4级,17,阴转多云,2012-11-03,北风
25,小于3级,16,多云转晴,2012-11-04,东北风
26,小于3级,15,多云转晴,2012-11-05,北风
26,小于3级,17,晴转多云,2012-11-06,北风
25,小于3级,18,多云,2012-11-07,东南风
26,小于3级,21,多云,2012-11-08,东风
27,小于3级转3-4级,22,多云转小雨,2012-11-09,南风
22,3-4级,16,小雨,2012-11-10,北风
23,3-4级转小于3级,15,多云,2012-11-11,北风
23,小于3级,16,多云,2012-11-12,北风
27,小于3级,15,晴,2012-11-13,北风
27,小于3级,18,多云,2012-11-14,南风
25,小于3级,19,多云转大雨,2012-11-15,北风
20,3-4级,15,大雨转阴,2012-11-16,北风
22,小于3级,14,多云,2012-11-17,北风
23,小于3级,16,多云,2012-11-18,北风
26,小于3级,19,多云,2012-11-19,北风
24,小于3级,19,小雨,2012-11-20,东风
26,小于3级,20,小雨,2012-11-21,东风
23,小于3级转3-4级,16,小雨转中雨,2012-11-22,东南风
22,小于3级,13,多云,2012-11-23,北风
21,小于3级,15,阴,2012-11-24,东北风
18,3-4级,13,中雨,2012-11-25,西北风
15,4-5级转3-4级,11,中雨转小雨,2012-11-26,北风
15,小于3级,11,小雨转中雨,2012-11-27,北风
16,小于3级,13,暴雨转中雨,2012-11-28,北风
18,小于3级,15,小雨,2012-11-29,东北风
19,小于3级,16,小雨,2012-11-30,北风
16,3-4级转小于3级,13,中雨转小雨,2012-12-01,北风
16,小于3级转3-4级,11,多云转小雨,2012-12-02,北风
16,小于3级,11,阴转小雨,2012-12-03,北风
16,小于3级,11,小雨,2012-12-04,北风
18,小于3级,9,多云,2012-12-05,北风
21,小于3级,12,多云转晴,2012-12-06,北风
22,小于3级,12,多云,2012-12-07,北风
21,小于3级转3-4级,13,多云,2012-12-08,北风
21,小于3级转3-4级,13,多云,2012-12-09,北风
18,小于3级,11,多云,2012-12-10,北风
18,小于3级,11,多云,2012-12-11,北风
21,小于3级,13,多云,2012-12-12,西北风
23,小于3级,16,多云,2012-12-13,北风
24,小于3级,16,多云,2012-12-14,北风
25,小于3级,19,多云转阴,2012-12-15,北风
22,3-4级,17,多云,2012-12-16,北风
18,3-4级,12,小雨,2012-12-17,北风
14,3-4级转小于3级,7,多云,2012-12-18,北风
17,小于3级,11,小雨,2012-12-19,东南风
22,小于3级,15,阴,2012-12-20,东南风
17,4-5级转3-4级,10,小雨,2012-12-21,北风
13,4-5级转3-4级,8,阴转多云,2012-12-22,北风
14,3-4级转小于3级,4,晴,2012-12-23,北风
18,小于3级,9,多云,2012-12-24,北风
19,小于3级,10,多云转阴,2012-12-25,北风
17,小于3级,13,小雨转中雨,2012-12-26,北风
18,小于3级,12,小雨转阴,2012-12-27,北风
18,小于3级转4-5级,8,多云转小雨,2012-12-28,北风
12,4-5级转3-4级,5,阴转多云,2012-12-29,北风
13,3-4级,3,晴,2012-12-30,北风
15,小于3级,4,晴,2012-12-31,北风
16,小于3级,7,多云,2013-01-01,北风
14,小于3级转3-4级,9,阴,2013-01-02,北风
11,3-4级,6,阴转多云,2013-01-03,北风
13,小于3级,6,多云,2013-01-04,北风
13,小于3级,5,阴,2013-01-05,北风
15,小于3级,7,阴转多云,2013-01-06,北风
15,小于3级,9,多云转阴,2013-01-07,北风
14,3-4级,9,阴,2013-01-08,北风
15,小于3级,7,多云,2013-01-09,北风
15,小于3级,9,阴,2013-01-10,北风
15,小于3级,10,多云转阴,2013-01-11,北风
20,小于3级,11,阴转晴,2013-01-12,北风
18,小于3级,8,晴,2013-01-13,北风
20,小于3级,8,晴,2013-01-14,北风
20,小于3级,10,晴,2013-01-15,北风
18,3-4级,12,多云,2013-01-16,北风
16,小于3级,8,晴,2013-01-17,东北风
18,小于3级,7,多云转晴,2013-01-18,西北风
21,小于3级,12,多云,2013-01-19,北风
21,小于3级,15,多云,2013-01-20,北风
21,小于3级,16,阴,2013-01-21,北风
25,小于3级,12,多云,2013-01-22,北风
23,小于3级,13,多云,2013-01-23,北风
21,小于3级,13,阴转多云,2013-01-24,东北风
21,小于3级,11,多云转阴,2013-01-25,北风
22,小于3级,12,多云转晴,2013-01-26,北风
23,小于3级,10,晴转多云,2013-01-27,北风
22,小于3级,10,多云转晴,2013-01-28,西北风
23,小于3级,12,晴转多云,2013-01-29,北风
23,小于3级,13,多云,2013-01-30,东北风
25,小于3级,15,多云,2013-01-31,南风
25,小于3级,15,多云转阴,2013-02-01,北风
23,小于3级,17,小雨,2013-02-02,南风
23,小于3级,18,阴转小雨,2013-02-03,北风
24,小于3级,18,小雨,2013-02-04,北风
25,小于3级,18,多云转阴,2013-02-05,北风
25,小于3级,19,阴,2013-02-06,东南风
21,3-4级转4-5级,10,小雨,2013-02-07,东南风
13,4-5级转3-4级,7,阴,2013-02-08,北风
17,小于3级,9,阴转多云,2013-02-09,北风
19,小于3级,12,多云,2013-02-10,北风
21,小于3级,15,阴,2013-02-11,北风
20,3-4级转小于3级,11,多云,2013-02-12,北风
22,小于3级,14,阴,2013-02-13,北风
21,小于3级,15,小雨转阴,2013-02-14,北风
23,小于3级,13,阴转多云,2013-02-15,北风
23,小于3级,14,多云,2013-02-16,北风
26,小于3级,17,阴转多云,2013-02-17,东南风
22,小于3级转3-4级,13,多云转阴,2013-02-18,北风
16,3-4级,12,阴,2013-02-19,北风
19,小于3级,12,多云,2013-02-20,北风
22,小于3级转3-4级,12,多云,2013-02-21,西北风
22,3-4级转小于3级,11,晴,2013-02-22,北风
23,小于3级,13,多云,2013-02-23,西北风
23,小于3级,17,多云,2013-02-24,北风
25,小于3级,19,阴,2013-02-25,南风
25,小于3级,19,阴,2013-02-26,南风
25,小于3级,19,阴,2013-02-27,北风
25,小于3级,20,阴转小雨,2013-02-28,东南风
19,3-4级,12,小雨,2013-03-01,东风
17,4-5级转3-4级,11,阴转多云,2013-03-02,北风
19,小于3级,8,多云转晴,2013-03-03,西北风
23,小于3级,10,晴转多云,2013-03-04,北风
25,小于3级,11,晴,2013-03-05,北风
27,小于3级,11,晴,2013-03-06,北风
28,小于3级,13,晴,2013-03-07,北风
28,小于3级,14,晴,2013-03-08,北风
27,小于3级,13,多云,2013-03-09,东南风
28,小于3级,15,晴,2013-03-10,北风
26,小于3级,16,晴转多云,2013-03-11,南风
25,小于3级,18,阴,2013-03-12,东南风
24,小于3级,16,小雨转阴,2013-03-13,西北风
25,小于3级,18,多云,2013-03-14,西风
25,小于3级,15,多云,2013-03-15,北风
26,小于3级,18,阴,2013-03-16,北风
25,小于3级,19,阴,2013-03-17,东南风
26,小于3级,20,阴转阵雨,2013-03-18,西北风
24,小于3级,21,阵雨转中雨,2013-03-19,南风
24,小于3级,19,阵雨转阴,2013-03-20,北风
26,小于3级,19,多云转阴,2013-03-21,东南风
27,小于3级,20,多云转雷阵雨,2013-03-22,东风
25,小于3级,20,雷阵雨,2013-03-23,南风
25,小于3级,19,多云转雷阵雨,2013-03-24,西北风
22,小于3级,18,中雨转暴雨,2013-03-25,东南风
22,小于3级,17,中雨转阴,2013-03-26,北风
24,小于3级,18,阴转中雨,2013-03-27,北风
24,小于3级,17,阵雨转多云,2013-03-28,西南风
22,小于3级,18,阴转雷阵雨,2013-03-29,北风
21,小于3级,17,暴雨转雷阵雨,2013-03-30,东北风
22,小于3级,18,阴转雷阵雨,2013-03-31,北风
22,小于3级,18,阵雨转中雨,2013-04-01,西北风
22,小于3级,20,大雨转中雨,2013-04-02,东北风
21,小于3级,18,中雨转暴雨,2013-04-03,东南风
23,小于3级,19,大雨转暴雨,2013-04-04,东风
21,3-4级,15,阵雨转多云,2013-04-05,西北风
21,3-4级转小于3级,14,多云,2013-04-06,北风
21,小于3级,15,多云,2013-04-07,北风
20,小于3级,16,中雨转大雨,2013-04-08,北风
20,3-4级,14,雷阵雨转阴,2013-04-09,北风
18,小于3级,14,阵雨,2013-04-10,北风
19,小于3级,13,阵雨转阴,2013-04-11,北风
23,小于3级,16,多云,2013-04-12,北风
24,小于3级,17,阴转多云,2013-04-13,北风
28,小于3级,17,多云,2013-04-14,北风
27,小于3级,18,多云转阴,2013-04-15,南风
24,小于3级,20,雷阵雨,2013-04-16,东风
28,小于3级,22,雷阵雨转阵雨,2013-04-17,东风
28,小于3级,23,雷阵雨,2013-04-18,东南风
27,小于3级,23,中雨转雷阵雨,2013-04-19,东南风
25,小于3级,19,阵雨转多云,2013-04-20,西南风
23,3-4级转小于3级,18,阴,2013-04-21,东南风
27,小于3级,19,阴转多云,2013-04-22,东南风
28,小于3级,21,阴转阵雨,2013-04-23,南风
26,小于3级,22,阵雨转雷阵雨,2013-04-24,东南风
23,小于3级,19,暴雨,2013-04-25,北风
24,小于3级,19,雷阵雨,2013-04-26,北风
27,小于3级,20,多云,2013-04-27,东南风
28,小于3级,22,阵雨,2013-04-28,东北风
29,小于3级,22,雷阵雨转暴雨,2013-04-29,北风
26,小于3级,20,阴转多云,2013-04-30,西南风
26,小于3级,20,多云转阴,2013-05-01,东南风
25,小于3级,19,阴,2013-05-02,东南风
26,小于3级,19,阵雨转阴,2013-05-03,东北风
26,小于3级,18,阴,2013-05-04,东风
29,小于3级,21,多云转阵雨,2013-05-05,东风
27,小于3级,22,多云转阵雨,2013-05-06,东北风
28,小于3级,23,阴转阵雨,2013-05-07,东南风
28,小于3级,23,阵雨,2013-05-08,东南风
28,小于3级,22,中雨转暴雨,2013-05-09,东北风
29,小于3级,21,雷阵雨,2013-05-10,南风
31,小于3级,23,多云,2013-05-11,北风
31,小于3级,23,多云,2013-05-12,东南风
30,小于3级,23,多云转阵雨,2013-05-13,东南风
30,小于3级,24,雷阵雨转大雨,2013-05-14,东南风
29,小于3级,25,大雨转暴雨,2013-05-15,南风
31,小于3级,24,雷阵雨转阴,2013-05-16,北风
30,小于3级,25,雷阵雨,2013-05-17,东风
32,小于3级,26,雷阵雨,2013-05-18,南风
30,小于3级,25,雷阵雨转暴雨,2013-05-19,北风
30,小于3级,25,暴雨,2013-05-20,东北风
31,小于3级,24,暴雨转雷阵雨,2013-05-21,东南风
31,小于3级,24,雷阵雨,2013-05-22,北风
32,小于3级,25,多云转阵雨,2013-05-23,东风
29,小于3级,25,多云转雷阵雨,2013-05-24,东南风
29,小于3级,24,雷阵雨,2013-05-25,南风
31,小于3级,24,暴雨转阵雨,2013-05-26,南风
32,小于3级,26,多云,2013-05-27,南风
34,小于3级,26,多云,2013-05-28,东南风
34,小于3级,26,多云,2013-05-29,北风
34,小于3级,25,多云转雷阵雨,2013-05-30,北风
34,小于3级,25,晴转多云,2013-05-31,南风
35,小于3级,26,晴,2013-06-01,南风
32,小于3级,25,雷阵雨,2013-06-02,北风
33,小于3级,25,雷阵雨,2013-06-03,西北风
34,小于3级,25,雷阵雨,2013-06-04,西北风
31,小于3级,25,雷阵雨,2013-06-05,东北风
32,小于3级,25,雷阵雨,2013-06-06,南风
33,小于3级,26,多云,2013-06-07,南风
33,小于3级,26,阵雨转雷阵雨,2013-06-08,东风
30,小于3级,24,中雨转暴雨,2013-06-09,北风
27,小于3级,22,大雨转阵雨,2013-06-10,北风
30,小于3级,21,多云,2013-06-11,北风
32,小于3级,23,多云,2013-06-12,东北风
28,小于3级,22,中雨转暴雨,2013-06-13,东北风
28,3-4级,23,大雨,2013-06-14,东北风
29,小于3级,25,中雨转阵雨,2013-06-15,东风
32,小于3级,25,阵雨,2013-06-16,西北风
33,小于3级,26,多云转阵雨,2013-06-17,北风
35,小于3级,25,多云,2013-06-18,南风
35,小于3级,25,晴,2013-06-19,东北风
35,小于3级,26,晴,2013-06-20,南风
34,小于3级转3-4级,26,多云转雷阵雨,2013-06-21,东风
31,小于3级,25,阵雨转中雨,2013-06-22,东北风
30,小于3级,25,中雨,2013-06-23,东南风
29,小于3级,25,大雨,2013-06-24,东风
33,小于3级,26,雷阵雨转阵雨,2013-06-25,南风
34,小于3级,27,多云,2013-06-26,南风
34,小于3级,27,晴,2013-06-27,南风
34,小于3级,27,多云,2013-06-28,南风
35,小于3级,27,晴,2013-06-29,南风
33,小于3级,26,多云转雷阵雨,2013-06-30,北风
32,3-4级转小于3级,25,中雨,2013-07-01,东风
33,小于3级,25,阵雨,2013-07-02,北风
34,小于3级,26,晴,2013-07-03,南风
34,小于3级,26,晴,2013-07-04,南风
34,小于3级,26,多云转阵雨,2013-07-05,北风
33,小于3级,25,阵雨转雷阵雨,2013-07-06,东南风
32,小于3级,25,多云转雷阵雨,2013-07-07,东南风
33,小于3级,25,多云,2013-07-08,东南风
34,小于3级,26,晴,2013-07-09,东风
33,小于3级,24,晴,2013-07-10,南风
35,小于3级,25,晴,2013-07-11,西北风
35,小于3级,25,晴转阵雨,2013-07-12,东北风
33,小于3级,26,阵雨转雷阵雨,2013-07-13,西南风
32,小于3级,26,阵雨转雷阵雨,2013-07-14,西南风
31,小于3级,24,中雨,2013-07-15,东风
30,小于3级,24,中雨转大雨,2013-07-16,东风
32,小于3级,24,阵雨转中雨,2013-07-17,东北风
33,小于3级,25,雷阵雨转中雨,2013-07-18,北风
31,小于3级,25,阵雨转大雨,2013-07-19,东风
31,小于3级,24,中雨,2013-07-20,东风
32,小于3级,25,雷阵雨,2013-07-21,北风
33,小于3级,25,多云转雷阵雨,2013-07-22,西北风
32,小于3级,25,阵雨转雷阵雨,2013-07-23,西北风
30,小于3级,24,中雨转暴雨,2013-07-24,东风
30,小于3级,24,中雨转大雨,2013-07-25,东风
30,小于3级,24,大雨转中雨,2013-07-26,东南风
31,小于3级,25,中雨转阵雨,2013-07-27,东南风
33,小于3级,25,阵雨转多云,2013-07-28,东风
34,小于3级,25,晴,2013-07-29,北风
34,小于3级,25,晴,2013-07-30,北风
33,小于3级,25,多云转雷阵雨,2013-07-31,北风
31,小于3级,24,雷阵雨转大雨,2013-08-01,北风
30,3-4级转小于3级,24,大雨,2013-08-02,东风
32,小于3级,25,阵雨转多云,2013-08-03,东风
34,小于3级,25,晴,2013-08-04,南风
34,小于3级,25,晴,2013-08-05,东北风
33,小于3级,25,晴转多云,2013-08-06,南风
34,小于3级,25,晴,2013-08-07,东风
34,小于3级,25,多云转晴,2013-08-08,北风
34,小于3级,25,晴,2013-08-09,北风
34,小于3级,25,晴,2013-08-10,东风
34,小于3级,25,晴,2013-08-11,北风
33,小于3级,25,晴转雷阵雨,2013-08-12,北风
29,3-4级转5-6级,24,暴雨,2013-08-13,东北风
28,4-5级转3-4级,24,暴雨,2013-08-14,东风
28,3-4级转小于3级,25,暴雨,2013-08-15,东南风
27,小于3级,25,暴雨,2013-08-16,南风
30,小于3级,25,暴雨,2013-08-17,东南风
32,小于3级,25,大雨转阵雨,2013-08-18,北风
33,小于3级,25,多云,2013-08-19,北风
34,小于3级,25,多云,2013-08-20,北风
31,小于3级,25,多云转大雨,2013-08-21,北风
29,小于3级,25,暴雨,2013-08-22,西北风
30,小于3级,25,暴雨转大雨,2013-08-23,东南风
32,小于3级,25,雷阵雨,2013-08-24,东南风
34,小于3级,25,多云,2013-08-25,北风
34,小于3级,25,晴,2013-08-26,北风
35,小于3级,24,晴,2013-08-27,南风
35,小于3级,25,晴,2013-08-28,南风
33,小于3级,26,晴转雷阵雨,2013-08-29,北风
30,小于3级,24,大雨,2013-08-30,东北风
31,小于3级,24,阵雨转雷阵雨,2013-08-31,北风
32,小于3级,24,多云,2013-09-01,北风
31,小于3级,24,阴转雷阵雨,2013-09-02,东风
29,小于3级,24,阵雨转大雨,2013-09-03,东风
29,小于3级,24,大雨转雷阵雨,2013-09-04,东风
31,小于3级,24,多云,2013-09-05,东风
33,小于3级,24,晴,2013-09-06,北风
33,小于3级,24,晴,2013-09-07,北风
33,小于3级,24,晴,2013-09-08,北风
34,小于3级,25,晴,2013-09-09,南风
34,小于3级,25,多云,2013-09-10,东北风
33,小于3级,24,多云,2013-09-11,北风
32,小于3级,24,多云转雷阵雨,2013-09-12,东北风
33,小于3级,24,阴转雷阵雨,2013-09-13,北风
33,小于3级,24,多云,2013-09-14,北风
33,小于3级,24,多云转雷阵雨,2013-09-15,东南风
33,小于3级,23,晴,2013-09-16,西风
33,小于3级,23,晴,2013-09-17,北风
33,小于3级,22,晴,2013-09-18,北风
34,小于3级,24,晴,2013-09-19,西北风
34,小于3级,25,晴,2013-09-20,西北风
30,小于3级转5-6级,25,多云转大雨,2013-09-21,北风
27,6-7级,24,暴雨,2013-09-22,西北风
31,3-4级转小于3级,25,阵雨,2013-09-23,东南风
30,小于3级转3-4级,25,阴转阵雨,2013-09-24,北风
29,3-4级,21,多云,2013-09-25,北风
28,小于3级,21,多云,2013-09-26,北风
31,小于3级,21,多云,2013-09-27,西北风
30,小于3级,22,多云,2013-09-28,北风
27,小于3级,22,阵雨,2013-09-29,北风
27,小于3级,22,小雨转阴,2013-09-30,北风
31,小于3级,22,晴,2013-10-01,北风
31,小于3级,21,晴,2013-10-02,北风
30,小于3级,18,晴,2013-10-03,北风
30,小于3级,18,晴,2013-10-04,北风
30,小于3级,18,晴,2013-10-05,北风
31,小于3级,20,晴,2013-10-06,北风
29,3-4级转小于3级,21,晴转多云,2013-10-07,北风
28,小于3级,22,多云转阵雨,2013-10-08,北风
31,小于3级,22,多云,2013-10-09,北风
31,小于3级,21,晴,2013-10-10,北风
32,小于3级,23,晴,2013-10-11,西北风
33,小于3级,23,晴,2013-10-12,北风
33,小于3级,23,晴,2013-10-13,西北风
31,小于3级,22,晴~多云,2013-10-14,北风
25,3-4级,19,多云,2013-10-15,西北风
27,3-4级,19,多云转晴,2013-10-16,北风
28,小于3级,18,多云,2013-10-17,北风
28,小于3级,18,多云,2013-10-18,西北风
28,小于3级,18,晴,2013-10-19,北风
28,小于3级,18,晴,2013-10-20,北风
28,小于3级,18,晴,2013-10-21,北风
28,小于3级,17,晴,2013-10-22,北风
28,小于3级,17,晴,2013-10-23,北风
27,小于3级,17,晴,2013-10-24,北风
28,小于3级,14,晴,2013-10-25,西北风
26,小于3级,13,晴,2013-10-26,北风
27,小于3级,14,晴,2013-10-27,北风
27,小于3级,17,晴,2013-10-28,北风
28,小于3级,18,多云,2013-10-29,西北风
29,小于3级,19,晴,2013-10-30,西北风
30,小于3级,19,晴,2013-10-31,北风
29,小于3级,20,多云,2013-11-01,北风
27,3-4级转4-5级,22,多云转阵雨,2013-11-02,东北风
27,3-4级,21,多云,2013-11-03,东北风
27,小于3级,20,多云,2013-11-04,北风
27,小于3级,19,多云,2013-11-05,北风
29,小于3级,20,多云转晴,2013-11-06,北风
29,小于3级,19,晴,2013-11-07,东北风
30,小于3级,21,晴,2013-11-08,北风
27,小于3级,23,多云转小雨,2013-11-09,北风
26,小于3级转3-4级,22,小雨转阴,2013-11-10,北风
27,小于3级,20,阴转中雨,2013-11-11,东南风
20,3-4级,17,阵雨转阴,2013-11-12,北风
22,小于3级,15,阴转多云,2013-11-13,北风
23,小于3级,15,阴转多云,2013-11-14,北风
24,小于3级,14,晴,2013-11-15,西北风
24,小于3级,13,晴,2013-11-16,北风
22,3-4级转小于3级,14,多云转晴,2013-11-17,北风
23,小于3级,13,多云,2013-11-18,北风
20,小于3级,14,阴,2013-11-19,北风
23,小于3级,14,阴,2013-11-20,北风
24,小于3级,14,多云,2013-11-21,北风
25,小于3级,17,多云,2013-11-22,北风
24,小于3级,17,多云转小雨,2013-11-23,北风
21,3-4级转小于3级,13,多云转晴,2013-11-24,北风
21,小于3级,10,晴,2013-11-25,西北风
17,小于3级转3-4级,12,多云转小雨,2013-11-26,北风
16,3-4级,10,阵雨转多云,2013-11-27,北风
19,3-4级,8,晴,2013-11-28,北风
19,小于3级,5,晴,2013-11-29,北风
20,小于3级,8,晴,2013-11-30,西北风
22,小于3级,8,晴,2013-12-01,西北风
23,小于3级,8,晴,2013-12-02,北风
23,小于3级,8,晴,2013-12-03,北风
22,小于3级,8,晴,2013-12-04,北风
23,小于3级,9,晴,2013-12-05,北风
23,小于3级,9,晴,2013-12-06,西北风
23,小于3级,10,晴,2013-12-07,北风
24,小于3级,13,霾,2013-12-08,北风
21,小于3级,12,晴,2013-12-09,北风
19,小于3级,12,多云,2013-12-10,西北风
19,小于3级,13,多云,2013-12-11,北风
16,小于3级,12,阴转小雨,2013-12-12,西北风
16,小于3级,11,小雨,2013-12-13,北风
13,小于3级,11,大雨转暴雨,2013-12-14,北风
13,小于3级,11,大到暴雨,2013-12-15,北风
11,3-4级,8,大雨转中到大雨,2013-12-16,东北风
15,小于3级,6,多云,2013-12-17,北风
15,小于3级,6,晴,2013-12-18,北风
15,小于3级,5,晴,2013-12-19,西风
15,小于3级,5,晴,2013-12-20,北风
16,小于3级,6,晴,2013-12-21,北风
15,小于3级,5,晴,2013-12-22,北风
17,小于3级,5,晴,2013-12-23,北风
17,小于3级,7,晴,2013-12-24,北风
17,小于3级,7,晴,2013-12-25,北风
14,3-4级,6,晴,2013-12-26,北风
15,小于3级,5,晴,2013-12-27,北风
15,小于3级,4,晴,2013-12-28,西北风
15,小于3级,4,晴,2013-12-29,北风
16,小于3级,4,晴,2013-12-30,北风
20,小于3级,5,晴,2013-12-31,西北风
21,小于3级,6,晴转多云,2014-01-01,北风
23,小于3级,12,多云,2014-01-02,北风
20,小于3级,12,霾,2014-01-03,北风
20,小于3级,8,霾,2014-01-04,西北风
21,小于3级,10,霾,2014-01-05,北风
20,小于3级,10,多云,2014-01-06,北风
18,小于3级,13,小雨,2014-01-07,西北风
14,3-4级,10,阴,2014-01-08,北风
17,小于3级,9,多云,2014-01-09,北风
21,小于3级,11,多云,2014-01-10,北风
21,小于3级,12,多云,2014-01-11,西风
21,小于3级转3-4级,10,多云转阴,2014-01-12,北风
15,小于3级,7,多云,2014-01-13,北风
18,小于3级,5,晴,2014-01-14,北风
19,小于3级,4,晴,2014-01-15,北风
20,小于3级,5,晴,2014-01-16,北风
21,小于3级,8,霾,2014-01-17,西北风
21,小于3级,5,晴,2014-01-18,西北风
22,小于3级,5,晴,2014-01-19,北风
21,小于3级,6,晴,2014-01-20,北风
18,3-4级,5,晴,2014-01-21,北风
19,小于3级,0,晴,2014-01-22,北风
20,小于3级,5,晴,2014-01-23,西北风
22,小于3级,12,多云,2014-01-24,北风
22,小于3级,15,阴,2014-01-25,北风
23,小于3级,15,阴,2014-01-26,北风
23,小于3级,11,多云转晴,2014-01-27,北风
24,小于3级,10,晴,2014-01-28,北风
25,小于3级,11,晴,2014-01-29,北风
26,小于3级,11,晴,2014-01-30,北风
25,小于3级,12,晴,2014-01-31,西北风
25,小于3级,14,多云,2014-02-01,北风
25,小于3级,14,多云,2014-02-02,北风
26,小于3级,13,晴转多云,2014-02-03,北风
22,小于3级,14,多云转阴,2014-02-04,南风
24,小于3级,15,多云,2014-02-05,南风
23,小于3级,16,多云转阴,2014-02-06,东风
16,3-4级,10,小雨,2014-02-07,北风
11,3-4级,7,中雨,2014-02-08,北风
11,3-4级,7,小到中雨转小雨,2014-02-09,北风
9,3-4级,5,阴,2014-02-10,北风
10,3-4级,4,阴,2014-02-11,北风
7,3-4级,4,小雨,2014-02-12,北风
12,3-4级,4,阴,2014-02-13,北风
13,小于3级,6,多云转阴,2014-02-14,东北风
15,小于3级,8,阴转小雨,2014-02-15,北风
15,小于3级,9,小雨转阴,2014-02-16,西北风
21,小于3级,14,多云,2014-02-17,北风
9,3-4级,5,小雨转阴,2014-02-18,北风
15,小于3级,3,晴,2014-02-19,北风
18,小于3级,2,晴,2014-02-20,北风
19,小于3级,10,多云,2014-02-21,北风
19,小于3级,10,多云,2014-02-22,北风
22,小于3级,13,多云,2014-02-23,西北风
24,小于3级,14,多云,2014-02-24,东南风
22,小于3级,16,小雨转阴,2014-02-25,北风
25,小于3级,16,阴,2014-02-26,西北风
25,小于3级,16,多云,2014-02-27,南风
25,小于3级,17,阴,2014-02-28,东南风
20,3-4级,15,小雨,2014-03-01,南风
18,3-4级,14,小雨,2014-03-02,北风
18,小于3级,14,小雨,2014-03-03,西北风
19,小于3级,14,小雨转阴,2014-03-04,北风
17,小于3级,14,小雨,2014-03-05,北风
16,小于3级,13,小雨,2014-03-06,东北风
15,3-4级,12,小雨转阴,2014-03-07,北风
15,3-4级转小于3级,10,阴,2014-03-08,北风
16,小于3级,13,阴,2014-03-09,北风
17,小于3级,13,小雨转阴,2014-03-10,东北风
20,小于3级转3-4级,15,小雨转小到中雨,2014-03-11,东风
21,小于3级,13,阴,2014-03-12,北风
17,小于3级,13,小雨转阴,2014-03-13,北风
18,小于3级,13,阴,2014-03-14,东北风
19,小于3级,14,阴转多云,2014-03-15,东南风
23,小于3级,17,霾,2014-03-16,东北风
26,小于3级,19,霾,2014-03-17,西南风
27,小于3级,18,多云,2014-03-18,西南风
25,小于3级转3-4级,13,雷阵雨,2014-03-19,北风
18,3-4级转小于3级,13,阴转多云,2014-03-20,北风
21,小于3级,13,多云,2014-03-21,东北风
23,小于3级,14,多云,2014-03-22,东风
25,小于3级,14,晴转多云,2014-03-23,东北风
27,小于3级,16,多云,2014-03-24,南风
28,小于3级,17,多云,2014-03-25,南风
28,小于3级,17,多云,2014-03-26,北风
26,小于3级,19,多云转雷阵雨,2014-03-27,南风
26,小于3级,21,雷阵雨,2014-03-28,南风
23,小于3级,20,大到暴雨,2014-03-29,东风
22,小于3级,19,暴雨转中到大雨,2014-03-30,东南风
23,小于3级,19,雷阵雨转小雨,2014-03-31,北风
21,小于3级转3-4级,18,大雨转大到暴雨,2014-04-01,东风
22,小于3级,18,雷阵雨转阴,2014-04-02,东南风
27,小于3级,17,多云,2014-04-03,北风
26,小于3级,17,多云,2014-04-04,东北风
21,小于3级,18,中雨转大雨,2014-04-05,西北风
24,小于3级,19,阵雨,2014-04-06,东北风
24,小于3级,19,阵雨,2014-04-07,北风
27,小于3级,20,阴,2014-04-08,东南风
28,小于3级,20,多云,2014-04-09,南风
29,小于3级,21,多云,2014-04-10,南风
30,小于3级,22,多云,2014-04-11,西南风
30,小于3级,22,多云,2014-04-12,南风
28,小于3级,23,多云,2014-04-13,北风
27,小于3级,21,阴转多云,2014-04-14,东南风
28,小于3级,20,多云,2014-04-15,东北风
28,小于3级,21,阴转多云,2014-04-16,西北风
31,小于3级,21,多云,2014-04-17,北风
29,小于3级,20,多云,2014-04-18,南风
29,小于3级,22,多云,2014-04-19,西北风
29,小于3级,23,多云,2014-04-20,东南风
28,小于3级,23,多云转阵雨,2014-04-21,西风
27,小于3级,22,阵雨转阴,2014-04-22,北风
27,小于3级,21,小雨转阴,2014-04-23,东风
26,小于3级,22,阴,2014-04-24,东南风
28,小于3级,22,阴,2014-04-25,东南风
26,小于3级,20,阵雨转阴,2014-04-26,北风
28,小于3级,20,多云,2014-04-27,西北风
28,小于3级,20,多云,2014-04-28,东北风
22,小于3级,18,中雨转大雨,2014-04-29,北风
22,小于3级,18,阵雨,2014-04-30,北风
26,小于3级,19,多云,2014-05-01,北风
29,小于3级,22,多云转阴,2014-05-02,东风
26,小于3级转3-4级,19,中到大雨,2014-05-03,东风
23,小于3级,18,阵雨转阴,2014-05-04,北风
23,小于3级,18,阵雨,2014-05-05,北风
22,小于3级,19,中到大雨,2014-05-06,东风
23,小于3级,20,大雨转大到暴雨,2014-05-07,东北风
23,小于3级,20,暴雨,2014-05-08,东风
26,小于3级,21,雷阵雨转中到大雨,2014-05-09,南风
25,小于3级,21,大到暴雨转大雨,2014-05-10,东南风
27,小于3级,22,多云转阵雨,2014-05-11,西北风
